"Date","MONTH","CHIRP_KIR","CHIRP_MUY","OBS_KIR","OBS_MUY","ERA5_KIR","ERA5_MUY"
2009-10-01,10,"132.21300000000002","99.29299999999999","87.09999989629999","78.4","106.0","130.0"
2009-11-01,11,"142.32","150.042","143.199999949","141.8","173.0","220.0"
2009-12-01,12,"102.01699999999998","129.76899999999998","86.4999998967","134.20000000000002","163.0","211.0"
2010-01-01,1,"112.58299999999997","113.22500000000001","37.5999999875","136.4","98.0","158.0"
2010-02-01,2,"193.86699999999996","211.52399999999997","211.09999978359997","240.00000000000003","145.0","173.0"
2010-03-01,3,"121.88999999999999","131.58099999999996","144.0999998628","141.0","156.0","188.0"
2010-04-01,4,"173.98500000000004","157.26999999999998","176.69999980029996","120.50000000000001","116.0","144.0"
2010-05-01,5,"103.38900000000001","66.685","89.99999985","93.5","52.0","59.0"
2010-06-01,6,"23.004000000000005","9.433","19.499999974","6.6","10.0","13.0"
2010-07-01,7,"1.2469999999999999","0.4590000000000001","0.0","0.0","0.0","0.0"
2010-08-01,8,"7.401999999999999","6.648","0.0","0.0","8.0","3.0"
2010-09-01,9,"56.129000000000005","46.522000000000006","74.49999991710001","22.0","119.0","106.0"
2010-10-01,10,"101.91799999999998","98.664","21.799999968199998","51.30000000000001","85.0","110.0"
2010-11-01,11,"117.458","116.31199999999995","108.1999999611","96.9","150.0","191.0"
2010-12-01,12,"108.02199999999999","136.94800000000004","163.89999984390002","121.29999999999998","113.0","154.0"
2011-01-01,1,"77.60100000000001","84.39600000000002","65.9999999748","83.3","105.0","145.0"
2011-02-01,2,"75.78599999999999","86.89200000000001","93.39999991459999","71.0","108.0","0.0"
2011-03-01,3,"111.04899999999999","126.466","166.19999974689998","124.99999999999999","121.0","164.0"
2011-04-01,4,"128.57900000000004","134.81699999999998","210.59999979139997","171.0","141.0","175.0"
2011-05-01,5,"89.69799999999998","79.25","134.6999999053","91.89999999999999","95.0","98.0"
2011-06-01,6,"24.774","13.851","28.2999999564","70.60000000000001","29.0","21.0"
2011-07-01,7,"12.664000000000001","7.164000000000001","37.4999999553","13.4","26.0","23.0"
