"Date","MONTH","CHIRP_KIR","CHIRP_MUY","OBS_KIR","OBS_MUY","ERA5_KIR","ERA5_MUY"
2011-08-01,8,"22.368000000000002","16.451","3.2999999984","3.4","37.0","34.0"
2011-09-01,9,"81.938","83.03399999999999","95.6999999115","103.39999999999999","131.0","138.0"
2011-10-01,10,"141.42900000000003","135.168","176.6999999391","135.90000000000003","160.0","199.0"
2011-11-01,11,"210.427","219.027","175.0999997354","215.90000000000003","189.0","261.0"
2011-12-01,12,"116.27499999999999","131.362","92.89999987590002","142.2","148.0","236.0"
2012-01-01,1,"56.64999999999999","74.939","6.799999999799999","14.6","22.0","41.0"
2012-02-01,2,"61.263000000000005","72.519","98.99999991489999","96.60000000000001","70.0","111.0"
2012-03-01,3,"98.844","92.777","150.09999991910001","89.5","92.0","119.0"
2012-04-01,4,"144.72599999999997","156.34400000000002","146.7999998933","202.99999999999997","213.0","257.0"
2012-05-01,5,"155.465","130.96599999999998","175.29999997739998","102.2","162.0","162.0"
2012-06-01,6,"16.019","7.406000000000001","35.3999999901","9.4","39.0","35.0"
2012-07-01,7,"1.256","0.895","0.0","0.0","0.0","0.0"
2012-08-01,8,"31.638000000000005","24.25","30.5999999717","24.299999999999997","68.0","60.0"
2012-09-01,9,"77.179","70.91900000000001","101.49999996230001","102.5","74.0","78.0"
2012-10-01,10,"158.42199999999997","174.90599999999998","134.69999988360001","162.10000000000002","169.0","209.0"
2012-11-01,11,"135.93500000000003","134.14499999999998","125.99999985710001","139.9","162.0","224.0"
2012-12-01,12,"127.506","137.126","163.399999857","200.6","93.0","158.0"
2013-01-01,1,"88.59300000000002","101.575","83.09999992690001","75.30000000000001","59.0","93.0"
2013-02-01,2,"45.36299999999999","51.598","18.6999999823","104.9","71.0","99.0"
2013-03-01,3,"210.14599999999996","186.45600000000002","154.4999998677","255.3","172.0","206.0"
2013-04-01,4,"198.025","237.85300000000004","232.19999988759994","204.99999999999994","193.0","226.0"
2013-05-01,5,"54.932","44.151","42.4999999916","33.400000000000006","99.0","90.0"
2013-06-01,6,"5.121","0.615","0.0","0.0","0.0","0.0"
2013-07-01,7,"0.8069999999999999","0.649","0.0","21.6","0.0","0.0"
2013-08-01,8,"23.802","17.279","39.499999959","3.4000000000000004","22.0","15.0"
2013-09-01,9,"112.03500000000001","86.68","137.79999987320002","42.9","83.0","99.0"
2013-10-01,10,"120.2","110.38799999999998","169.3999999372","63.199999999999996","83.0","94.0"
2013-11-01,11,"143.27800000000002","147.12199999999999","37.599999970800006","166.99999999999997","139.0","192.0"
2013-12-01,12,"161.92","182.716","93.5999999146","224.69999999999996","143.0","181.0"
2014-01-01,1,"79.981","103.732","68.49999990410001","77.99999999999999","45.0","77.0"
2014-02-01,2,"119.55399999999999","134.207","176.9999998072","136.29999999999998","93.0","129.0"
2014-03-01,3,"134.73000000000005","136.585","98.0999998673","146.2","98.0","159.0"
2014-04-01,4,"127.375","134.62399999999997","174.89999978240002","118.4","118.0","167.0"
2014-05-01,5,"39.343","33.669000000000004","21.199999972","1.9000000000000001","35.0","40.0"
2014-06-01,6,"10.281","5.957000000000002","8.499999990700001","24.299999999999997","19.0","17.0"
2014-07-01,7,"0.267","0.0","2.2999999998","0.0","11.0","9.0"
2014-08-01,8,"22.793000000000003","20.284","33.4999999804","0.0","59.0","65.0"
2014-09-01,9,"63.25","56.541","157.2999998082","83.7","80.0","83.0"
2014-10-01,10,"129.823","120.88699999999997","105.69999993329999","106.69999999999999","153.0","168.0"
2014-11-01,11,"132.76000000000002","123.60000000000001","156.1999998528","74.0","134.0","172.0"
2014-12-01,12,"67.478","85.19100000000002","146.1999998264","138.89999999999998","101.0","168.0"
2015-01-01,1,"37.619","49.047","70.1999999597","98.1","30.0","63.0"
2015-02-01,2,"76.74000000000001","78.4","44.1999999629","106.19999999999999","70.0","107.0"
2015-03-01,3,"145.389","167.576","94.99999990789999","88.73","131.0","168.0"
2015-04-01,4,"191.748","202.984","184.99999990679999","257.99999999999994","177.0","216.0"
2015-05-01,5,"84.41799999999999","80.403","180.7999998303","63.89999999999999","81.0","87.0"
2015-06-01,6,"14.995","11.280999999999999","58.699999921999996","11.8","12.0","7.0"
2015-07-01,7,"0.782","0.42499999999999993","0.0","0.0","2.0","0.0"
2015-08-01,8,"24.154","16.813","4.1999999899","36.8","2.0","2.0"
2015-09-01,9,"57.881","46.199999999999996","141.1999999695","37.1","52.0","61.0"
2015-10-01,10,"142.73199999999997","158.487","167.8999998598","153.49999999999997","214.0","236.0"
2015-11-01,11,"138.94899999999998","139.245","162.49999986769998","212.6","162.0","265.0"
2015-12-01,12,"74.452","98.23299999999999","76.7999999904","117.10000000000001","111.0","178.0"
2016-01-01,1,"117.18800000000003","146.517","41.6999999538","90.19999999999999","85.0","107.0"
2016-02-01,2,"69.59500000000001","82.097","109.9999999431","157.79999999999998","57.0","108.0"
2016-03-01,3,"173.96999999999994","175.61200000000002","103.2999998623","55.8","71.0","124.0"
2016-04-01,4,"190.84099999999998","198.86100000000005","122.89999983430002","177.3","248.0","267.0"
2016-05-01,5,"42.60000000000001","39.214999999999996","21.3999999971","2.9000000000000004","35.0","36.0"
2016-06-01,6,"4.361000000000001","0.537","0.0","0.0","0.0","0.0"
2016-07-01,7,"4.261","2.227","0.0","0.0","0.0","0.0"
2016-08-01,8,"13.626000000000001","6.931","0.0","6.9","8.0","8.0"
2016-09-01,9,"59.68600000000001","55.873","42.1999999534","24.800000000000004","63.0","65.0"
2016-10-01,10,"94.78999999999998","97.736","58.799999924800005","94.30000000000001","123.0","147.0"
2016-11-01,11,"153.50199999999998","141.892","212.1999998242","114.9","143.0","197.0"
2016-12-01,12,"63.977000000000004","80.701","40.699999961","44.300000000000004","75.0","122.0"
2017-01-01,1,"62.935","84.083","25.199999961","70.30000000000001","53.0","74.0"
2017-02-01,2,"81.819","94.424","75.1999999604","48.5","103.0","147.0"
2017-03-01,3,"120.104","124.05400000000002","131.89999981830002","216.6","134.0","195.0"
2017-04-01,4,"133.505","129.172","154.9999998246","160.39999999999998","119.0","161.0"
2017-05-01,5,"138.64900000000003","112.58300000000001","42.4999999777","85.8","115.0","117.0"
2017-06-01,6,"5.515","0.626","14.0999999829","0.2","0.0","0.0"
2017-07-01,7,"0.5840000000000001","0.047","0.0","0.0","0.0","0.0"
2017-08-01,8,"39.309999999999995","22.992","16.7999999896","31.599999999999998","19.0","27.0"
2017-09-01,9,"71.48","60.164000000000016","68.1999998752","72.9","79.0","81.0"
2017-10-01,10,"142.445","132.119","120.99999985059998","90.10000000000001","97.0","127.0"
2017-11-01,11,"164.873","161.84900000000002","249.29999974570003","146.59999999999997","112.0","182.0"
2017-12-01,12,"87.273","114.83099999999997","40.699999977299996","121.3","110.0","163.0"
